country;subsample;region;year;headcount;poverty_line
Ecuador;ENEMDU;Costa;2011;13,686781;USD3.65
Ecuador;ENEMDU;Sierra;2011;9,3175064;USD3.65
Ecuador;ENEMDU;Oriente;2011;30,100066;USD3.65
Ecuador;ENEMDU;National;2012;11,663498;USD3.65
Ecuador;ENEMDU;Costa;2012;13,021353;USD3.65
Ecuador;ENEMDU;Sierra;2012;8,9680632;USD3.65
Ecuador;ENEMDU;Oriente;2012;26,841402;USD3.65
Ecuador;ENEMDU;National;2013;10,179194;USD3.65
Ecuador;ENEMDU;Costa;2013;8,9281006;USD3.65
Ecuador;ENEMDU;Sierra;2013;10,140954;USD3.65
Ecuador;ENEMDU;Oriente;2013;20,622603;USD3.65
Ecuador;ENEMDU;National;2014;8,6865379;USD3.65
Ecuador;ENEMDU;Costa;2014;6,9162129;USD3.65
Ecuador;ENEMDU;Sierra;2014;8,6830723;USD3.65
Ecuador;ENEMDU;Oriente;2014;23,947844;USD3.65
Ecuador;ENEMDU;Insular;2014;0,81772891;USD3.65
Ecuador;ENEMDU;National;2015;9,5398682;USD3.65
Ecuador;ENEMDU;Costa;2015;8,6078967;USD3.65
Ecuador;ENEMDU;Sierra;2015;8,2943114;USD3.65
Ecuador;ENEMDU;Oriente;2015;29,244393;USD3.65
Ecuador;ENEMDU;Insular;2015;0,23497029;USD3.65
Ecuador;ENEMDU;National;2016;9,543384;USD3.65
Ecuador;ENEMDU;Costa;2016;9,108523;USD3.65
Ecuador;ENEMDU;Sierra;2016;7,9083729;USD3.65
Ecuador;ENEMDU;Oriente;2016;28,469685;USD3.65
Ecuador;ENEMDU;Insular;2016;0,60456711;USD3.65
Ecuador;ENEMDU;National;2017;8,8838526;USD3.65
Ecuador;ENEMDU;Costa;2017;8,6785447;USD3.65
Ecuador;ENEMDU;Sierra;2017;7,1860003;USD3.65
Ecuador;ENEMDU;Oriente;2017;26,368325;USD3.65
Ecuador;ENEMDU;National;2018;9,706987;USD3.65
Ecuador;ENEMDU;Costa;2018;8,6206019;USD3.65
Ecuador;ENEMDU;Sierra;2018;8,7280422;USD3.65
Ecuador;ENEMDU;Oriente;2018;27,401659;USD3.65
Ecuador;ENEMDU;National;2019;9,8814227;USD3.65
Ecuador;ENEMDU;Costa;2019;9,2099166;USD3.65
Ecuador;ENEMDU;Sierra;2019;8,7441998;USD3.65
Ecuador;ENEMDU;Oriente;2019;25,917229;USD3.65
Ecuador;ENEMDU;Insular;2019;0,39159299;USD3.65
Ecuador;ENEMDU;National;2020;14,386576;USD3.65
Ecuador;ENEMDU;Costa;2020;9,9166126;USD3.65
Ecuador;ENEMDU;Sierra;2020;10,470022;USD3.65
Ecuador;ENEMDU;Oriente;2020;46,266306;USD3.65
Ecuador;ENEMDU;National;2021;10,911194;USD3.65
Ecuador;ENEMDU;Costa;2021;5,9250209;USD3.65
Ecuador;ENEMDU;Sierra;2021;7,4670954;USD3.65
Ecuador;ENEMDU;Oriente;2021;42,250718;USD3.65
Ecuador;ENEMDU;Insular;2021;0,64383778;USD3.65
Ecuador;ENEMDU;National;2022;9,4800469;USD3.65
Ecuador;ENEMDU;Costa;2022;5,0387763;USD3.65
Ecuador;ENEMDU;Sierra;2022;6,2508056;USD3.65
Ecuador;ENEMDU;Oriente;2022;37,87676;USD3.65
Ecuador;ENEMDU;Insular;2022;1,9715795;USD3.65
Ecuador;ENEMDU;National;2023;10,308997;USD3.65
Ecuador;ENEMDU;Costa;2023;5,6959924;USD3.65
Ecuador;ENEMDU;Sierra;2023;5,6432338;USD3.65
Ecuador;ENEMDU;Oriente;2023;40,111345;USD3.65
El Salvador;;National;2000;25,69553;USD3.65
El Salvador;;Occidental;2000;35,751549;USD3.65
El Salvador;;Central 1;2000;27,479559;USD3.65
El Salvador;;Central 2;2000;36,872385;USD3.65
El Salvador;;Oriental;2000;36,427302;USD3.65
El Salvador;;AMSS;2000;7,3179063;USD3.65
El Salvador;;National;2001;27,469415;USD3.65
El Salvador;;Occidental;2001;36,20315;USD3.65
El Salvador;;Central 1;2001;28,437556;USD3.65
El Salvador;;Central 2;2001;40,778801;USD3.65
El Salvador;;Oriental;2001;36,788368;USD3.65
El Salvador;;AMSS;2001;10,901964;USD3.65
El Salvador;;National;2002;27,691485;USD3.65
El Salvador;;Occidental;2002;35,956654;USD3.65
El Salvador;;Central 1;2002;29,742737;USD3.65
El Salvador;;Central 2;2002;40,94446;USD3.65
El Salvador;;Oriental;2002;36,918426;USD3.65
El Salvador;;AMSS;2002;11,058816;USD3.65
El Salvador;;National;2003;28,420849;USD3.65
El Salvador;;Occidental;2003;36,982781;USD3.65
El Salvador;;Central 1;2003;30,200778;USD3.65
El Salvador;;Central 2;2003;43,086774;USD3.65
El Salvador;;Oriental;2003;38,907623;USD3.65
El Salvador;;AMSS;2003;10,588907;USD3.65
El Salvador;;National;2004;24,094021;USD3.65
El Salvador;;Occidental;2004;29,573691;USD3.65
El Salvador;;Central 1;2004;23,341886;USD3.65
El Salvador;;Central 2;2004;37,542473;USD3.65
El Salvador;;Oriental;2004;32,844868;USD3.65
El Salvador;;AMSS;2004;9,9937838;USD3.65
El Salvador;;National;2005;24,237814;USD3.65
El Salvador;;Occidental;2005;30,997562;USD3.65
El Salvador;;Central 1;2005;24,667598;USD3.65
El Salvador;;Central 2;2005;35,872366;USD3.65
El Salvador;;Oriental;2005;31,040098;USD3.65
El Salvador;;AMSS;2005;11,999223;USD3.65
El Salvador;;National;2006;20,963594;USD3.65
El Salvador;;Occidental;2006;28,151738;USD3.65
El Salvador;;Central 1;2006;22,311116;USD3.65
El Salvador;;Central 2;2006;29,32263;USD3.65
El Salvador;;Oriental;2006;27,573287;USD3.65
El Salvador;;AMSS;2006;9,0188109;USD3.65
El Salvador;;National;2007;16,753447;USD3.65
El Salvador;;Occidental;2007;19,28688;USD3.65
El Salvador;;Central 1;2007;16,894944;USD3.65
El Salvador;;Central 2;2007;25,211261;USD3.65
El Salvador;;Oriental;2007;24,703479;USD3.65
El Salvador;;AMSS;2007;5,1626528;USD3.65
El Salvador;;National;2008;21,329204;USD3.65
El Salvador;;Occidental;2008;26,063693;USD3.65
El Salvador;;Central 1;2008;23,928003;USD3.65
El Salvador;;Central 2;2008;32,306177;USD3.65
El Salvador;;Oriental;2008;27,909945;USD3.65
El Salvador;;AMSS;2008;6,480872;USD3.65
El Salvador;;National;2009;20,711319;USD3.65
El Salvador;;Occidental;2009;26,345818;USD3.65
El Salvador;;Central 1;2009;22,761815;USD3.65
El Salvador;;Central 2;2009;26,989615;USD3.65
El Salvador;;Oriental;2009;27,589563;USD3.65
El Salvador;;AMSS;2009;7,4632444;USD3.65
El Salvador;;National;2010;19,857965;USD3.65
El Salvador;;Occidental;2010;26,536339;USD3.65
El Salvador;;Central 1;2010;20,786584;USD3.65
El Salvador;;Central 2;2010;24,088855;USD3.65
El Salvador;;Oriental;2010;27,126881;USD3.65
El Salvador;;AMSS;2010;6,4972982;USD3.65
El Salvador;;National;2011;18,394162;USD3.65
El Salvador;;Occidental;2011;23,922012;USD3.65
El Salvador;;Central 1;2011;19,146014;USD3.65
El Salvador;;Central 2;2011;23,217001;USD3.65
El Salvador;;Oriental;2011;24,469484;USD3.65
El Salvador;;AMSS;2011;6,7275477;USD3.65
El Salvador;;National;2012;16,074549;USD3.65
El Salvador;;Occidental;2012;19,36159;USD3.65
El Salvador;;Central 1;2012;17,052436;USD3.65
El Salvador;;Central 2;2012;22,044521;USD3.65
El Salvador;;Oriental;2012;23,075494;USD3.65
El Salvador;;AMSS;2012;5,3916752;USD3.65
El Salvador;;National;2013;14,237723;USD3.65
El Salvador;;Occidental;2013;17,524729;USD3.65
El Salvador;;Central 1;2013;14,908309;USD3.65
El Salvador;;Central 2;2013;20,859851;USD3.65
El Salvador;;Oriental;2013;18,94946;USD3.65
El Salvador;;AMSS;2013;5,0214978;USD3.65
El Salvador;;National;2014;13,744939;USD3.65
El Salvador;;Occidental;2014;16,486342;USD3.65
El Salvador;;Central 1;2014;14,926253;USD3.65
El Salvador;;Central 2;2014;20,472619;USD3.65
El Salvador;;Oriental;2014;19,198104;USD3.65
El Salvador;;AMSS;2014;4,0108573;USD3.65
El Salvador;;National;2015;11,471304;USD3.65
El Salvador;;Occidental;2015;14,423325;USD3.65
El Salvador;;Central 1;2015;11,171461;USD3.65
El Salvador;;Central 2;2015;16,889884;USD3.65
El Salvador;;Oriental;2015;16,332322;USD3.65
El Salvador;;AMSS;2015;3,5231333;USD3.65
El Salvador;;National;2016;11,96315;USD3.65
El Salvador;;Occidental;2016;15,562671;USD3.65
El Salvador;;Central 1;2016;12,715797;USD3.65
El Salvador;;Central 2;2016;15,148952;USD3.65
El Salvador;;Oriental;2016;16,899093;USD3.65
El Salvador;;AMSS;2016;3,5000588;USD3.65
El Salvador;;National;2017;9,6713148;USD3.65
El Salvador;;Occidental;2017;11,512457;USD3.65
El Salvador;;Central 1;2017;10,444959;USD3.65
El Salvador;;Central 2;2017;11,973499;USD3.65
El Salvador;;Oriental;2017;13,675598;USD3.65
El Salvador;;AMSS;2017;3,3018651;USD3.65
El Salvador;;National;2018;8,9516013;USD3.65
El Salvador;;Occidental;2018;12,75989;USD3.65
El Salvador;;Central 1;2018;8,9272407;USD3.65
El Salvador;;Central 2;2018;10,408287;USD3.65
El Salvador;;Oriental;2018;11,593857;USD3.65
El Salvador;;AMSS;2018;3,2599388;USD3.65
El Salvador;;National;2019;6,5912574;USD3.65
El Salvador;;Occidental;2019;7,9900786;USD3.65
El Salvador;;Central 1;2019;6,095591;USD3.65
El Salvador;;Central 2;2019;9,5866459;USD3.65
El Salvador;;Oriental;2019;10,045458;USD3.65
El Salvador;;AMSS;2019;1,9596271;USD3.65
El Salvador;;National;2021;8,7138048;USD3.65
El Salvador;;Occidental;2021;11,495289;USD3.65
El Salvador;;Central 1;2021;7,8073194;USD3.65
El Salvador;;Central 2;2021;13,576422;USD3.65
El Salvador;;Oriental;2021;11,51777;USD3.65
El Salvador;;AMSS;2021;2,7260004;USD3.65
El Salvador;;National;2022;8,6418217;USD3.65
El Salvador;;Occidental;2022;10,525064;USD3.65
El Salvador;;Central 1;2022;7,4786079;USD3.65
El Salvador;;Central 2;2022;11,86729;USD3.65
El Salvador;;Oriental;2022;12,1261;USD3.65
El Salvador;;AMSS;2022;3,8266146;USD3.65
Guatemala;ENCOVI;National;2000;23,433428;USD3.65
Guatemala;ENCOVI;Urbano Metropolitano;2000;4,241857;USD3.65
Guatemala;ENCOVI;Resto Urbano;2000;15,982862;USD3.65
Guatemala;ENCOVI;Resto Rural;2000;31,50975;USD3.65
Guatemala;ENCOVI;National;2006;25,237121;USD3.65
Guatemala;ENCOVI;Urbano Metropolitano;2006;2,0508368;USD3.65
Guatemala;ENCOVI;Resto Urbano;2006;16,668714;USD3.65
Guatemala;ENCOVI;Resto Rural;2006;38,75241;USD3.65
Guatemala;ENCOVI;National;2011;28,459634;USD3.65
Guatemala;ENCOVI;Urbano Metropolitano;2011;4,3837378;USD3.65
Guatemala;ENCOVI;Resto Urbano;2011;23,869257;USD3.65
Guatemala;ENCOVI;Resto Rural;2011;39,820592;USD3.65
Guatemala;ENCOVI;National;2014;25,860234;USD3.65
Guatemala;ENCOVI;Urbano Metropolitano;2014;3,6706812;USD3.65
Guatemala;ENCOVI;Resto Urbano;2014;19,77705;USD3.65
Guatemala;ENCOVI;Resto Rural;2014;37,613003;USD3.65
Honduras;INE;National;2001;33,982582;USD3.65
Honduras;INE;Metropolitana;2001;8,2344785;USD3.65
Honduras;INE;Norte;2001;26,569418;USD3.65
Honduras;INE;Occidente;2001;56,413365;USD3.65
Honduras;INE;Sur;2001;40,151724;USD3.65
Honduras;INE;Oriente;2001;47,934498;USD3.65
Honduras;INE;Central;2001;51,734309;USD3.65
Honduras;INE;National;2002;38,044086;USD3.65
Honduras;INE;Metropolitana;2002;10,467613;USD3.65
Honduras;INE;Norte;2002;32,46876;USD3.65
Honduras;INE;Occidente;2002;62,062925;USD3.65
Honduras;INE;Sur;2002;53,994698;USD3.65
Honduras;INE;Oriente;2002;42,036043;USD3.65
Honduras;INE;Central;2002;49,580877;USD3.65
Honduras;INE;National;2003;43,273311;USD3.65
Honduras;INE;Metropolitana;2003;13,626174;USD3.65
Honduras;INE;Norte;2003;35,501866;USD3.65
Honduras;INE;Occidente;2003;63,904636;USD3.65
Honduras;INE;Sur;2003;50,917239;USD3.65
Honduras;INE;Oriente;2003;58,0894;USD3.65
Honduras;INE;Central;2003;59,04048;USD3.65
Honduras;INE;National;2004;42,018093;USD3.65
Honduras;INE;Metropolitana;2004;14,279537;USD3.65
Honduras;INE;Norte;2004;33,585954;USD3.65
Honduras;INE;Occidente;2004;63,99226;USD3.65
Honduras;INE;Sur;2004;52,478364;USD3.65
Honduras;INE;Oriente;2004;56,490608;USD3.65
Honduras;INE;Central;2004;54,991796;USD3.65
Honduras;INE;National;2005;39,848818;USD3.65
Honduras;INE;Metropolitana;2005;11,091775;USD3.65
Honduras;INE;Norte;2005;31,923645;USD3.65
Honduras;INE;Occidente;2005;58,291478;USD3.65
Honduras;INE;Sur;2005;49,03539;USD3.65
Honduras;INE;Oriente;2005;59,767372;USD3.65
Honduras;INE;Central;2005;51,87924;USD3.65
Honduras;INE;National;2006;35,064135;USD3.65
Honduras;INE;Metropolitana;2006;8,0773019;USD3.65
Honduras;INE;Norte;2006;25,266742;USD3.65
Honduras;INE;Occidente;2006;58,746511;USD3.65
Honduras;INE;Sur;2006;46,311218;USD3.65
Honduras;INE;Oriente;2006;50,485977;USD3.65
Honduras;INE;Central;2006;47,852503;USD3.65
Honduras;INE;National;2007;30,196115;USD3.65
Honduras;INE;Metropolitana;2007;5,357001;USD3.65
Honduras;INE;Norte;2007;22,168219;USD3.65
Honduras;INE;Occidente;2007;53,888024;USD3.65
Honduras;INE;Sur;2007;38,109943;USD3.65
Honduras;INE;Oriente;2007;41,25344;USD3.65
Honduras;INE;Central;2007;39,530872;USD3.65
Honduras;INE;National;2008;28,888931;USD3.65
Honduras;INE;Metropolitana;2008;7,1362399;USD3.65
Honduras;INE;Norte;2008;18,005734;USD3.65
Honduras;INE;Occidente;2008;52,560214;USD3.65
Honduras;INE;Sur;2008;38,925761;USD3.65
Honduras;INE;Oriente;2008;39,092518;USD3.65
Honduras;INE;Central;2008;39,152561;USD3.65
Honduras;INE;National;2009;25,687745;USD3.65
Honduras;INE;Metropolitana;2009;3,2610683;USD3.65
Honduras;INE;Norte;2009;16,532427;USD3.65
Honduras;INE;Occidente;2009;48,376161;USD3.65
Honduras;INE;Sur;2009;27,215543;USD3.65
Honduras;INE;Oriente;2009;39,123786;USD3.65
Honduras;INE;Central;2009;38,047509;USD3.65
Honduras;INE;National;2010;27,783341;USD3.65
Honduras;INE;Metropolitana;2010;4,6916354;USD3.65
Honduras;INE;Norte;2010;17,677757;USD3.65
Honduras;INE;Occidente;2010;44,957364;USD3.65
Honduras;INE;Sur;2010;41,312589;USD3.65
Honduras;INE;Oriente;2010;42,20842;USD3.65
Honduras;INE;Central;2010;41,364294;USD3.65
Honduras;INE;National;2011;28,060024;USD3.65
Honduras;INE;Metropolitana;2011;8,0279375;USD3.65
Honduras;INE;Norte;2011;20,227101;USD3.65
Honduras;INE;Occidente;2011;39,478968;USD3.65
Honduras;INE;Sur;2011;34,782402;USD3.65
Honduras;INE;Oriente;2011;41,952798;USD3.65
Honduras;INE;Central;2011;42,123885;USD3.65
Honduras;INE;National;2012;32,810433;USD3.65
Honduras;INE;Metropolitana;2012;10,25978;USD3.65
Honduras;INE;Norte;2012;29,374927;USD3.65
Honduras;INE;Occidente;2012;43,751175;USD3.65
Honduras;INE;Sur;2012;41,558628;USD3.65
Honduras;INE;Oriente;2012;46,470882;USD3.65
Honduras;INE;Central;2012;41,745105;USD3.65
Honduras;INE;National;2013;29,226548;USD3.65
Honduras;INE;Metropolitana;2013;8,843972;USD3.65
Honduras;INE;Norte;2013;23,201946;USD3.65
Honduras;INE;Occidente;2013;41,159367;USD3.65
Honduras;INE;Sur;2013;36,314459;USD3.65
Honduras;INE;Oriente;2013;48,156117;USD3.65
Honduras;INE;Central;2013;36,797019;USD3.65
Honduras;INE;National;2014;28,788208;USD3.65
Honduras;INE;Metropolitana;2014;8,4951682;USD3.65
Honduras;INE;Norte;2014;22,471604;USD3.65
Honduras;INE;Occidente;2014;53,340999;USD3.65
Honduras;INE;Sur;2014;26,297939;USD3.65
Honduras;INE;Oriente;2014;43,395711;USD3.65
Honduras;INE;Central;2014;41,879611;USD3.65
Honduras;INE;National;2015;28,571993;USD3.65
Honduras;INE;Metropolitana;2015;7,7778801;USD3.65
Honduras;INE;Norte;2015;21,763381;USD3.65
Honduras;INE;Occidente;2015;47,645618;USD3.65
Honduras;INE;Sur;2015;35,747029;USD3.65
Honduras;INE;Oriente;2015;42,932001;USD3.65
Honduras;INE;Central;2015;38,950573;USD3.65
Honduras;INE;National;2016;28,314154;USD3.65
Honduras;INE;Metropolitana;2016;6,7507132;USD3.65
Honduras;INE;Norte;2016;21,701896;USD3.65
Honduras;INE;Occidente;2016;52,819553;USD3.65
Honduras;INE;Sur;2016;35,124593;USD3.65
Honduras;INE;Oriente;2016;39,781949;USD3.65
Honduras;INE;Central;2016;43,348661;USD3.65
Honduras;INE;National;2017;27,505461;USD3.65
Honduras;INE;Metropolitana;2017;5,3604604;USD3.65
Honduras;INE;Norte;2017;21,852201;USD3.65
Honduras;INE;Occidente;2017;43,846569;USD3.65
Honduras;INE;Sur;2017;34,656885;USD3.65
Honduras;INE;Oriente;2017;43,648845;USD3.65
Honduras;INE;Central;2017;39,590909;USD3.65
Honduras;INE;National;2018;27,245783;USD3.65
Honduras;INE;Metropolitana;2018;7,0158428;USD3.65
Honduras;INE;Norte;2018;21,113303;USD3.65
Honduras;INE;Occidente;2018;48,186988;USD3.65
Honduras;INE;Sur;2018;29,707848;USD3.65
Honduras;INE;Oriente;2018;38,826868;USD3.65
Honduras;INE;Central;2018;32,951836;USD3.65
Honduras;INE;National;2019;26,4;USD3.65
Honduras;INE;Metropolitana;2019;7,5;USD3.65
Honduras;INE;Norte;2019;16,1;USD3.65
Honduras;INE;Occidente;2019;35,8;USD3.65
Honduras;INE;Sur;2019;25,0;USD3.65
Honduras;INE;Oriente;2019;34,6;USD3.65
Honduras;INE;Central;2019;33,6;USD3.65
Mexico;;National;1989;24,217048;USD3.65
Mexico;;Noroeste;1989;12,33233;USD3.65
Mexico;;Norte;1989;22,761627;USD3.65
Mexico;;Noreste;1989;11,682534;USD3.65
Mexico;;Centro-occidente;1989;28,793961;USD3.65
Mexico;;Centro-este;1989;21,541107;USD3.65
Mexico;;Sur;1989;35,432542;USD3.65
Mexico;;Oriente;1989;31,363541;USD3.65
Mexico;;Peninsula de Yucatan;1989;25,005567;USD3.65
Mexico;;National;1992;20,919777;USD3.65
Mexico;;Noroeste;1992;11,824374;USD3.65
Mexico;;Norte;1992;20,531312;USD3.65
Mexico;;Noreste;1992;6,4686996;USD3.65
Mexico;;Centro-occidente;1992;13,995521;USD3.65
Mexico;;Centro-este;1992;18,640043;USD3.65
Mexico;;Sur;1992;48,799828;USD3.65
Mexico;;Oriente;1992;25,18493;USD3.65
Mexico;;Peninsula de Yucatan;1992;23,054307;USD3.65
Mexico;;National;1994;21,739142;USD3.65
Mexico;;Noroeste;1994;12,365;USD3.65
Mexico;;Norte;1994;24,642646;USD3.65
Mexico;;Noreste;1994;6,8385478;USD3.65
Mexico;;Centro-occidente;1994;19,661685;USD3.65
Mexico;;Centro-este;1994;16,349068;USD3.65
Mexico;;Sur;1994;44,126336;USD3.65
Mexico;;Oriente;1994;36,974669;USD3.65
Mexico;;Peninsula de Yucatan;1994;20,226274;USD3.65
Mexico;;National;1996;32,055758;USD3.65
Mexico;;Noroeste;1996;15,257534;USD3.65
Mexico;;Norte;1996;30,755309;USD3.65
Mexico;;Noreste;1996;18,083291;USD3.65
Mexico;;Centro-occidente;1996;31,976102;USD3.65
Mexico;;Centro-este;1996;27,502379;USD3.65
Mexico;;Sur;1996;59,069589;USD3.65
Mexico;;Oriente;1996;43,116036;USD3.65
Mexico;;Peninsula de Yucatan;1996;41,497973;USD3.65
Mexico;;National;1998;30,611654;USD3.65
Mexico;;Noroeste;1998;17,257421;USD3.65
Mexico;;Norte;1998;25,487937;USD3.65
Mexico;;Noreste;1998;17,978619;USD3.65
Mexico;;Centro-occidente;1998;26,917111;USD3.65
Mexico;;Centro-este;1998;27,575555;USD3.65
Mexico;;Sur;1998;61,338218;USD3.65
Mexico;;Oriente;1998;37,786644;USD3.65
Mexico;;Peninsula de Yucatan;1998;38,818937;USD3.65
Mexico;;National;2000;23,646424;USD3.65
Mexico;;Noroeste;2000;12,912647;USD3.65
Mexico;;Norte;2000;16,833957;USD3.65
Mexico;;Noreste;2000;9,5145017;USD3.65
Mexico;;Centro-occidente;2000;20,117528;USD3.65
Mexico;;Centro-este;2000;18,484026;USD3.65
Mexico;;Sur;2000;52,125783;USD3.65
Mexico;;Oriente;2000;39,975765;USD3.65
Mexico;;Peninsula de Yucatan;2000;35,339843;USD3.65
Mexico;;National;2002;20,632745;USD3.65
Mexico;;Noroeste;2002;13,00327;USD3.65
Mexico;;Norte;2002;16,690239;USD3.65
Mexico;;Noreste;2002;5,7508922;USD3.65
Mexico;;Centro-occidente;2002;15,661306;USD3.65
Mexico;;Centro-este;2002;15,334766;USD3.65
Mexico;;Sur;2002;46,87602;USD3.65
Mexico;;Oriente;2002;38,339215;USD3.65
Mexico;;Peninsula de Yucatan;2002;29,092428;USD3.65
Mexico;;National;2004;17,658032;USD3.65
Mexico;;Noroeste;2004;11,056107;USD3.65
Mexico;;Norte;2004;18,397937;USD3.65
Mexico;;Noreste;2004;6,7764848;USD3.65
Mexico;;Centro-occidente;2004;11,335937;USD3.65
Mexico;;Centro-este;2004;14,07486;USD3.65
Mexico;;Sur;2004;39,417465;USD3.65
Mexico;;Oriente;2004;32,141981;USD3.65
Mexico;;Peninsula de Yucatan;2004;15,13853;USD3.65
Mexico;;National;2005;17,752845;USD3.65
Mexico;;Noroeste;2005;10,561611;USD3.65
Mexico;;Norte;2005;16,047825;USD3.65
Mexico;;Noreste;2005;5,3714868;USD3.65
Mexico;;Centro-occidente;2005;17,734807;USD3.65
Mexico;;Centro-este;2005;13,882407;USD3.65
Mexico;;Sur;2005;37,778051;USD3.65
Mexico;;Oriente;2005;27,614789;USD3.65
Mexico;;Peninsula de Yucatan;2005;18,380599;USD3.65
Mexico;;National;2006;14,992516;USD3.65
Mexico;;Noroeste;2006;8,5239672;USD3.65
Mexico;;Norte;2006;12,357644;USD3.65
Mexico;;Noreste;2006;5,0396114;USD3.65
Mexico;;Centro-occidente;2006;14,629242;USD3.65
Mexico;;Centro-este;2006;10,920105;USD3.65
Mexico;;Sur;2006;37,244176;USD3.65
Mexico;;Oriente;2006;21,542647;USD3.65
Mexico;;Peninsula de Yucatan;2006;14,863411;USD3.65
Mexico;;National;2008;16,618162;USD3.65
Mexico;;Noroeste;2008;9,9424908;USD3.65
Mexico;;Norte;2008;15,683644;USD3.65
Mexico;;Noreste;2008;6,4136051;USD3.65
Mexico;;Centro-occidente;2008;14,571156;USD3.65
Mexico;;Centro-este;2008;13,17917;USD3.65
Mexico;;Sur;2008;39,026541;USD3.65
Mexico;;Oriente;2008;23,749683;USD3.65
Mexico;;Peninsula de Yucatan;2008;14,033165;USD3.65
Mexico;;National;2010;14,339867;USD3.65
Mexico;;Noroeste;2010;7,6259335;USD3.65
Mexico;;Norte;2010;14,716014;USD3.65
Mexico;;Noreste;2010;4,7978056;USD3.65
Mexico;;Centro-occidente;2010;12,217319;USD3.65
Mexico;;Centro-este;2010;10,889382;USD3.65
Mexico;;Sur;2010;37,323235;USD3.65
Mexico;;Oriente;2010;20,000193;USD3.65
Mexico;;Peninsula de Yucatan;2010;10,719827;USD3.65
Mexico;;National;2012;13,454025;USD3.65
Mexico;;Noroeste;2012;6,6809252;USD3.65
Mexico;;Norte;2012;11,152371;USD3.65
Mexico;;Noreste;2012;3,3632999;USD3.65
Mexico;;Centro-occidente;2012;14,47409;USD3.65
Mexico;;Centro-este;2012;10,956935;USD3.65
Mexico;;Sur;2012;31,87076;USD3.65
Mexico;;Oriente;2012;17,457868;USD3.65
Mexico;;Peninsula de Yucatan;2012;11,830621;USD3.65
Mexico;;National;2014;13,092414;USD3.65
Mexico;;Noroeste;2014;6,5406926;USD3.65
Mexico;;Norte;2014;12,404397;USD3.65
Mexico;;Noreste;2014;4,5568854;USD3.65
Mexico;;Centro-occidente;2014;9,8157309;USD3.65
Mexico;;Centro-este;2014;9,514198;USD3.65
Mexico;;Sur;2014;39,042871;USD3.65
Mexico;;Oriente;2014;17,411253;USD3.65
Mexico;;Peninsula de Yucatan;2014;10,662488;USD3.65
Mexico;;National;2016;8,8636687;USD3.65
Mexico;;Noroeste;2016;3,9484826;USD3.65
Mexico;;Norte;2016;7,8278273;USD3.65
Mexico;;Noreste;2016;3,5135765;USD3.65
Mexico;;Centro-occidente;2016;5,5887049;USD3.65
Mexico;;Centro-este;2016;6,0133272;USD3.65
Mexico;;Sur;2016;28,497295;USD3.65
Mexico;;Oriente;2016;14,81198;USD3.65
Mexico;;Peninsula de Yucatan;2016;6,9074177;USD3.65
Mexico;;National;2018;7,8296037;USD3.65
Mexico;;Noroeste;2018;3,1282747;USD3.65
Mexico;;Norte;2018;6,08458;USD3.65
Mexico;;Noreste;2018;3,6252178;USD3.65
Mexico;;Centro-occidente;2018;4,5380251;USD3.65
Mexico;;Centro-este;2018;4,7678329;USD3.65
Mexico;;Sur;2018;26,830228;USD3.65
Mexico;;Oriente;2018;15,016688;USD3.65
Mexico;;Peninsula de Yucatan;2018;6,6114226;USD3.65
Mexico;;National;2020;8,1882333;USD3.65
Mexico;;Noroeste;2020;3,0298385;USD3.65
Mexico;;Norte;2020;6,5970857;USD3.65
Mexico;;Noreste;2020;3,4931884;USD3.65
Mexico;;Centro-occidente;2020;4,6751744;USD3.65
Mexico;;Centro-este;2020;7,2249604;USD3.65
Mexico;;Sur;2020;22,101034;USD3.65
Mexico;;Oriente;2020;12,119795;USD3.65
Mexico;;Peninsula de Yucatan;2020;11,444853;USD3.65
Mexico;;National;2022;4,6922886;USD3.65
Mexico;;Noroeste;2022;1,7145138;USD3.65
Mexico;;Norte;2022;4,2111716;USD3.65
Mexico;;Noreste;2022;1,4781239;USD3.65
Mexico;;Centro-occidente;2022;2,6225169;USD3.65
Mexico;;Centro-este;2022;3,4041062;USD3.65
Mexico;;Sur;2022;15,593726;USD3.65
Mexico;;Oriente;2022;7,7284236;USD3.65
Mexico;;Peninsula de Yucatan;2022;3,5631627;USD3.65
Nicaragua;;National;1993;58,638043;USD3.65
Nicaragua;;Managua;1993;42,11799;USD3.65
Nicaragua;;Pacífico;1993;59,669874;USD3.65
Nicaragua;;Central ;1993;74,893046;USD3.65
Nicaragua;;Atlántico;1993;67,701689;USD3.65
Nicaragua;;National;1998;48,04275;USD3.65
Nicaragua;;Managua;1998;27,479583;USD3.65
Nicaragua;;Pacífico;1998;51,200623;USD3.65
Nicaragua;;Central ;1998;58,321726;USD3.65
Nicaragua;;Atlántico;1998;58,466144;USD3.65
Nicaragua;;National;2001;40,095339;USD3.65
Nicaragua;;Managua;2001;20,91747;USD3.65
Nicaragua;;Pacífico;2001;37,437872;USD3.65
Nicaragua;;Central ;2001;53,016313;USD3.65
Nicaragua;;Atlántico;2001;53,358296;USD3.65
Nicaragua;;National;2005;29,298917;USD3.65
Nicaragua;;Managua;2005;13,874137;USD3.65
Nicaragua;;Pacífico;2005;23,368618;USD3.65
Nicaragua;;Central ;2005;42,450935;USD3.65
